match_id,match_date,year,round,venue,crowd,home_team,away_team,home_score,away_score,margin_home,is_final,target_result,target_margin,decade,venue_state,away_team_state,away_is_interstate,team_home,form_win_rate_last5_home,form_avg_score_last5_home,form_avg_margin_last5_home,win_streak_home,days_rest_home,ladder_pos_before_home,h2h_win_rate_prior_home,is_interstate_home,team_away,form_win_rate_last5_away,form_avg_score_last5_away,form_avg_margin_last5_away,win_streak_away,days_rest_away,ladder_pos_before_away,h2h_win_rate_prior_away,is_interstate_away
St Kilda Saints_West Coast Eagles_2015-09-05_23,2015-09-05,2015,23,Domain Stadium,36165.0,West Coast Eagles,St Kilda Saints,125,30,95,False,HOME_WIN,95,2010,WA,VIC,1,West Coast Eagles,0.4,98.4,6.0,-1.0,6.0,2.0,0.5813953488372093,0,St Kilda Saints,0.0,65.2,-46.8,-5.0,6.0,13.0,0.39080459770114945,1
Gold Coast Suns_Sydney Swans_2015-09-05_23,2015-09-05,2015,23,Sydney Cricket Ground,25424.0,Sydney Swans,Gold Coast Suns,127,64,63,False,HOME_WIN,63,2010,NSW,QLD,1,Sydney Swans,0.8,107.0,43.4,3.0,6.0,3.0,1.0,0,Gold Coast Suns,0.4,80.0,-20.8,-1.0,7.0,16.0,0.0,1
Adelaide Crows_Geelong Cats_2015-09-05_23,2015-09-05,2015,23,GMHBA Stadium,26128.0,Geelong Cats,Adelaide Crows,119,80,39,False,HOME_WIN,39,2010,VIC,SA,1,Geelong Cats,0.4,90.4,0.8,-3.0,8.0,11.0,0.5277777777777778,0,Adelaide Crows,0.8,116.2,48.0,4.0,6.0,7.0,0.4657534246575342,1
Fremantle Dockers_Port Adelaide Power_2015-09-05_23,2015-09-05,2015,23,Adelaide Oval,38633.0,Port Adelaide Power,Fremantle Dockers,122,53,69,False,HOME_WIN,69,2010,SA,WA,1,Port Adelaide Power,0.8,96.6,15.8,3.0,7.0,9.0,0.5409836065573771,0,Fremantle Dockers,0.6,90.2,15.4,1.0,6.0,1.0,0.4666666666666667,1
Carlton Blues_Hawthorn Hawks_2015-09-05_23,2015-09-05,2015,23,Melbourne Cricket Ground,33182.0,Hawthorn Hawks,Carlton Blues,113,56,57,False,HOME_WIN,57,2010,VIC,VIC,0,Hawthorn Hawks,0.6,96.4,16.4,1.0,7.0,3.0,0.6181818181818182,0,Carlton Blues,0.2,67.4,-40.8,-1.0,7.0,17.0,0.3783783783783784,0
Collingwood Magpies_Essendon Bombers_2015-09-06_23,2015-09-06,2015,23,Melbourne Cricket Ground,40270.0,Collingwood Magpies,Essendon Bombers,92,95,-3,False,AWAY_WIN,-3,2010,VIC,VIC,0,Collingwood Magpies,0.4,80.2,-14.6,1.0,9.0,12.0,0.4696969696969697,0,Essendon Bombers,0.0,60.4,-52.0,-7.0,8.0,15.0,0.518796992481203,0
Greater Western Sydney Giants_Melbourne Demons_2015-09-06_23,2015-09-06,2015,23,Marvel Stadium,8974.0,Melbourne Demons,Greater Western Sydney Giants,103,77,26,False,HOME_WIN,26,2010,VIC,NSW,1,Melbourne Demons,0.2,69.4,-34.6,-4.0,7.0,14.0,0.4666666666666667,0,Greater Western Sydney Giants,0.4,84.4,-3.6,1.0,8.0,9.0,0.5714285714285714,1
Hawthorn Hawks_West Coast Eagles_2015-09-11_QF,2015-09-11,2015,QF,Domain Stadium,42663.0,West Coast Eagles,Hawthorn Hawks,96,64,32,True,HOME_WIN,32,2010,WA,VIC,1,West Coast Eagles,0.6,106.8,25.0,1.0,6.0,2.0,0.5454545454545454,0,Hawthorn Hawks,0.8,108.4,31.4,2.0,6.0,3.0,0.449438202247191,1
Adelaide Crows_Western Bulldogs_2015-09-12_EF,2015-09-12,2015,EF,Melbourne Cricket Ground,60782.0,Western Bulldogs,Adelaide Crows,102,109,-7,True,AWAY_WIN,-7,2010,VIC,SA,1,Western Bulldogs,0.6,116.8,20.0,-1.0,7.0,2.0,0.55,0,Adelaide Crows,0.8,119.2,50.6,-1.0,7.0,3.0,0.4567901234567901,1
Fremantle Dockers_Sydney Swans_2015-09-12_QF,2015-09-12,2015,QF,Domain Stadium,40071.0,Fremantle Dockers,Sydney Swans,69,60,9,True,HOME_WIN,9,2010,WA,NSW,1,Fremantle Dockers,0.4,84.0,-2.6,-1.0,7.0,1.0,0.43333333333333335,0,Sydney Swans,0.8,109.0,45.6,4.0,7.0,3.0,0.5245901639344263,1
North Melbourne Kangaroos_Richmond Tigers_2015-09-13_EF,2015-09-13,2015,EF,Melbourne Cricket Ground,90186.0,Richmond Tigers,North Melbourne Kangaroos,88,105,-17,True,AWAY_WIN,-17,2010,VIC,VIC,0,Richmond Tigers,0.8,103.8,41.2,4.0,9.0,1.0,0.3076923076923077,0,North Melbourne Kangaroos,0.6,96.2,3.8,-2.0,9.0,3.0,0.6761904761904762,0
Adelaide Crows_Hawthorn Hawks_2015-09-18_SF,2015-09-18,2015,SF,Melbourne Cricket Ground,70879.0,Hawthorn Hawks,Adelaide Crows,135,61,74,True,HOME_WIN,74,2010,VIC,SA,1,Hawthorn Hawks,0.6,103.6,22.2,-1.0,7.0,1.0,0.5,0,Adelaide Crows,0.8,123.4,44.8,1.0,6.0,3.0,0.4931506849315068,1
North Melbourne Kangaroos_Sydney Swans_2015-09-19_SF,2015-09-19,2015,SF,Accor Stadium,31162.0,Sydney Swans,North Melbourne Kangaroos,51,77,-26,True,AWAY_WIN,-26,2010,NSW,VIC,1,Sydney Swans,0.8,108.4,50.2,-1.0,7.0,1.0,0.4807692307692308,0,North Melbourne Kangaroos,0.6,91.8,0.2,1.0,6.0,3.0,0.5047619047619047,1
Fremantle Dockers_Hawthorn Hawks_2015-09-25_PF,2015-09-25,2015,PF,Domain Stadium,41508.0,Fremantle Dockers,Hawthorn Hawks,67,94,-27,True,AWAY_WIN,-27,2010,WA,VIC,1,Fremantle Dockers,0.4,78.6,-8.2,1.0,13.0,1.0,0.25396825396825395,0,Hawthorn Hawks,0.6,106.4,29.8,1.0,7.0,3.0,0.7419354838709677,1
North Melbourne Kangaroos_West Coast Eagles_2015-09-26_PF,2015-09-26,2015,PF,Domain Stadium,43080.0,West Coast Eagles,North Melbourne Kangaroos,80,55,25,True,HOME_WIN,25,2010,WA,VIC,1,West Coast Eagles,0.8,111.2,34.2,2.0,15.0,2.0,0.5333333333333333,0,North Melbourne Kangaroos,0.6,83.2,-2.0,2.0,7.0,4.0,0.46153846153846156,1
Hawthorn Hawks_West Coast Eagles_2015-10-03_GF,2015-10-03,2015,GF,Melbourne Cricket Ground,98633.0,Hawthorn Hawks,West Coast Eagles,107,61,46,True,HOME_WIN,46,2010,VIC,WA,1,Hawthorn Hawks,0.8,108.0,39.6,2.0,8.0,2.0,0.4444444444444444,0,West Coast Eagles,0.8,106.4,34.4,3.0,7.0,1.0,0.5494505494505495,1
Carlton Blues_Richmond Tigers_2016-03-24_1,2016-03-24,2016,1,Melbourne Cricket Ground,75706.0,Richmond Tigers,Carlton Blues,92,83,9,False,HOME_WIN,9,2010,VIC,VIC,0,Richmond Tigers,0.8,111.0,45.0,-1.0,193.0,1.0,0.3333333333333333,0,Carlton Blues,0.2,67.8,-39.4,-2.0,201.0,1.0,0.6727272727272727,0
Essendon Bombers_Gold Coast Suns_2016-03-26_1,2016-03-26,2016,1,People First Stadium,16239.0,Gold Coast Suns,Essendon Bombers,121,60,61,False,HOME_WIN,61,2010,QLD,VIC,1,Gold Coast Suns,0.4,76.2,-33.4,-2.0,203.0,1.0,0.2,0,Essendon Bombers,0.2,71.4,-34.0,1.0,202.0,1.0,0.7272727272727273,1
Adelaide Crows_North Melbourne Kangaroos_2016-03-26_1,2016-03-26,2016,1,Marvel Stadium,25485.0,North Melbourne Kangaroos,Adelaide Crows,107,97,10,False,HOME_WIN,10,2010,VIC,SA,1,North Melbourne Kangaroos,0.4,75.4,-9.2,-1.0,182.0,1.0,0.47368421052631576,0,Adelaide Crows,0.6,101.4,7.6,-1.0,190.0,1.0,0.5194805194805194,1
Collingwood Magpies_Sydney Swans_2016-03-26_1,2016-03-26,2016,1,Accor Stadium,33857.0,Sydney Swans,Collingwood Magpies,133,53,80,False,HOME_WIN,80,2010,NSW,VIC,1,Sydney Swans,0.6,101.2,42.8,-2.0,189.0,1.0,0.4368932038834951,0,Collingwood Magpies,0.4,87.8,-7.8,-1.0,202.0,1.0,0.5686274509803921,1
Greater Western Sydney Giants_Melbourne Demons_2016-03-26_1,2016-03-26,2016,1,Melbourne Cricket Ground,28505.0,Melbourne Demons,Greater Western Sydney Giants,80,78,2,False,HOME_WIN,2,2010,VIC,NSW,1,Melbourne Demons,0.2,71.8,-36.8,1.0,202.0,1.0,0.5,0,Greater Western Sydney Giants,0.4,87.2,-4.6,-1.0,202.0,1.0,0.47058823529411764,1
Brisbane Lions_West Coast Eagles_2016-03-27_1,2016-03-27,2016,1,Domain Stadium,35201.0,West Coast Eagles,Brisbane Lions,166,102,64,False,HOME_WIN,64,2010,WA,QLD,1,West Coast Eagles,0.6,86.2,9.8,-1.0,176.0,1.0,0.6491228070175439,0,Brisbane Lions,0.4,93.4,-20.2,1.0,204.0,1.0,0.35714285714285715,1
Fremantle Dockers_Western Bulldogs_2016-03-27_1,2016-03-27,2016,1,Marvel Stadium,27832.0,Western Bulldogs,Fremantle Dockers,103,38,65,False,HOME_WIN,65,2010,VIC,WA,1,Western Bulldogs,0.4,111.6,5.8,-2.0,197.0,1.0,0.5384615384615384,0,Fremantle Dockers,0.4,76.0,-8.8,-1.0,184.0,1.0,0.4528301886792453,1
Port Adelaide Power_St Kilda Saints_2016-03-27_1,2016-03-27,2016,1,Adelaide Oval,43807.0,Port Adelaide Power,St Kilda Saints,133,100,33,False,HOME_WIN,33,2010,SA,VIC,1,Port Adelaide Power,0.8,98.6,17.0,4.0,204.0,1.0,0.6153846153846154,0,St Kilda Saints,0.0,61.4,-53.2,-6.0,204.0,1.0,0.37735849056603776,1
Geelong Cats_Hawthorn Hawks_2016-03-28_1,2016-03-28,2016,1,Melbourne Cricket Ground,74218.0,Geelong Cats,Hawthorn Hawks,116,86,30,False,HOME_WIN,30,2010,VIC,VIC,0,Geelong Cats,0.4,91.6,-2.6,1.0,205.0,1.0,0.41935483870967744,0,Hawthorn Hawks,0.8,102.6,34.4,3.0,177.0,1.0,0.576,0
Collingwood Magpies_Richmond Tigers_2016-04-01_2,2016-04-01,2016,2,Melbourne Cricket Ground,72761.0,Collingwood Magpies,Richmond Tigers,87,86,1,False,HOME_WIN,1,2010,VIC,VIC,0,Collingwood Magpies,0.2,77.4,-27.4,-2.0,6.0,10.0,0.5757575757575758,0,Richmond Tigers,0.8,101.8,30.2,1.0,8.0,1.0,0.42857142857142855,0
Fremantle Dockers_Gold Coast Suns_2016-04-02_2,2016-04-02,2016,2,Domain Stadium,34208.0,Fremantle Dockers,Gold Coast Suns,100,126,-26,False,AWAY_WIN,-26,2010,WA,QLD,1,Fremantle Dockers,0.4,67.0,-19.6,-2.0,6.0,10.0,0.9090909090909091,0,Gold Coast Suns,0.4,77.6,-24.0,1.0,7.0,1.0,0.0,1
Brisbane Lions_North Melbourne Kangaroos_2016-04-02_2,2016-04-02,2016,2,The Gabba,18021.0,Brisbane Lions,North Melbourne Kangaroos,83,117,-34,False,AWAY_WIN,-34,2010,QLD,VIC,1,Brisbane Lions,0.4,93.8,-30.2,-1.0,6.0,10.0,0.46153846153846156,0,North Melbourne Kangaroos,0.6,82.2,-2.6,1.0,7.0,1.0,0.5,1
Essendon Bombers_Melbourne Demons_2016-04-02_2,2016-04-02,2016,2,Melbourne Cricket Ground,50424.0,Essendon Bombers,Melbourne Demons,80,67,13,False,HOME_WIN,13,2010,VIC,VIC,0,Essendon Bombers,0.2,71.2,-39.8,-1.0,7.0,10.0,0.6767676767676768,0,Melbourne Demons,0.4,69.4,-29.4,2.0,7.0,1.0,0.32653061224489793,0
Adelaide Crows_Port Adelaide Power_2016-04-02_2,2016-04-02,2016,2,Adelaide Oval,51585.0,Adelaide Crows,Port Adelaide Power,144,86,58,False,HOME_WIN,58,2010,SA,SA,0,Adelaide Crows,0.4,94.6,-11.8,-2.0,7.0,10.0,0.46835443037974683,0,Port Adelaide Power,1.0,112.4,36.4,5.0,6.0,1.0,0.5384615384615384,0
St Kilda Saints_Western Bulldogs_2016-04-02_2,2016-04-02,2016,2,Marvel Stadium,37353.0,St Kilda Saints,Western Bulldogs,36,93,-57,False,AWAY_WIN,-57,2010,VIC,VIC,0,St Kilda Saints,0.0,69.6,-52.4,-7.0,6.0,10.0,0.4727272727272727,0,Western Bulldogs,0.4,101.6,-0.8,1.0,6.0,1.0,0.5135135135135135,0
Carlton Blues_Sydney Swans_2016-04-03_2,2016-04-03,2016,2,Marvel Stadium,33146.0,Carlton Blues,Sydney Swans,71,131,-60,False,AWAY_WIN,-60,2010,VIC,NSW,1,Carlton Blues,0.2,67.0,-37.6,-3.0,10.0,10.0,0.4230769230769231,0,Sydney Swans,0.6,101.2,41.0,1.0,8.0,1.0,0.580952380952381,1
Hawthorn Hawks_West Coast Eagles_2016-04-03_2,2016-04-03,2016,2,Melbourne Cricket Ground,42977.0,Hawthorn Hawks,West Coast Eagles,99,53,46,False,HOME_WIN,46,2010,VIC,WA,1,Hawthorn Hawks,0.6,97.2,17.0,-1.0,6.0,10.0,0.45652173913043476,0,West Coast Eagles,0.8,105.6,34.0,1.0,7.0,1.0,0.5376344086021505,1
Geelong Cats_Greater Western Sydney Giants_2016-04-03_2,2016-04-03,2016,2,Manuka Oval,13656.0,Greater Western Sydney Giants,Geelong Cats,89,76,13,False,HOME_WIN,13,2010,ACT,VIC,1,Greater Western Sydney Giants,0.2,84.2,-11.4,-2.0,8.0,10.0,0.0,1,Geelong Cats,0.4,95.8,-3.0,2.0,6.0,1.0,0.8888888888888888,1
Essendon Bombers_Port Adelaide Power_2016-04-08_3,2016-04-08,2016,3,Adelaide Oval,44601.0,Port Adelaide Power,Essendon Bombers,112,51,61,False,HOME_WIN,61,2010,SA,VIC,1,Port Adelaide Power,0.8,107.4,20.6,-1.0,6.0,5.0,0.5769230769230769,0,Essendon Bombers,0.4,75.4,-14.8,1.0,6.0,5.0,0.41509433962264153,1
Collingwood Magpies_St Kilda Saints_2016-04-09_3,2016-04-09,2016,3,Melbourne Cricket Ground,50903.0,St Kilda Saints,Collingwood Magpies,119,90,29,False,HOME_WIN,29,2010,VIC,VIC,0,St Kilda Saints,0.0,60.2,-56.4,-8.0,7.0,15.0,0.32727272727272727,0,Collingwood Magpies,0.4,79.6,-25.0,1.0,8.0,5.0,0.6306306306306306,0
Greater Western Sydney Giants_Sydney Swans_2016-04-09_3,2016-04-09,2016,3,Sydney Cricket Ground,37045.0,Sydney Swans,Greater Western Sydney Giants,93,68,25,False,HOME_WIN,25,2010,NSW,NSW,0,Sydney Swans,0.6,100.4,33.6,2.0,6.0,1.0,0.875,0,Greater Western Sydney Giants,0.4,84.0,-4.6,1.0,6.0,5.0,0.11764705882352941,0
Adelaide Crows_Richmond Tigers_2016-04-09_3,2016-04-09,2016,3,Marvel Stadium,29951.0,Richmond Tigers,Adelaide Crows,92,128,-36,False,AWAY_WIN,-36,2010,VIC,SA,1,Richmond Tigers,0.6,89.6,11.8,-1.0,8.0,5.0,0.3582089552238806,0,Adelaide Crows,0.4,98.2,-11.6,1.0,7.0,5.0,0.6363636363636364,1
Fremantle Dockers_West Coast Eagles_2016-04-09_3,2016-04-09,2016,3,Domain Stadium,40555.0,West Coast Eagles,Fremantle Dockers,92,59,33,False,HOME_WIN,33,2010,WA,WA,0,West Coast Eagles,0.6,91.2,5.8,-1.0,6.0,5.0,0.5238095238095238,0,Fremantle Dockers,0.2,65.4,-35.6,-3.0,7.0,15.0,0.47058823529411764,0
Carlton Blues_Gold Coast Suns_2016-04-09_3,2016-04-09,2016,3,People First Stadium,13885.0,Gold Coast Suns,Carlton Blues,95,41,54,False,HOME_WIN,54,2010,QLD,VIC,1,Gold Coast Suns,0.6,91.8,-2.2,2.0,7.0,1.0,0.2,0,Carlton Blues,0.2,67.8,-36.8,-4.0,6.0,15.0,0.7272727272727273,1
Brisbane Lions_Geelong Cats_2016-04-10_3,2016-04-10,2016,3,GMHBA Stadium,23320.0,Geelong Cats,Brisbane Lions,125,56,69,False,HOME_WIN,69,2010,VIC,QLD,1,Geelong Cats,0.4,94.0,1.6,-1.0,7.0,5.0,0.5172413793103449,0,Brisbane Lions,0.2,84.2,-49.8,-2.0,8.0,15.0,0.4745762711864407,1
Melbourne Demons_North Melbourne Kangaroos_2016-04-10_3,2016-04-10,2016,3,Ninja Stadium,12607.0,North Melbourne Kangaroos,Melbourne Demons,136,131,5,False,HOME_WIN,5,2010,QLD,VIC,1,North Melbourne Kangaroos,0.8,92.2,12.4,2.0,8.0,1.0,0.625,1,Melbourne Demons,0.4,71.8,-12.4,-1.0,8.0,5.0,0.37168141592920356,1
Hawthorn Hawks_Western Bulldogs_2016-04-10_3,2016-04-10,2016,3,Marvel Stadium,46808.0,Western Bulldogs,Hawthorn Hawks,90,93,-3,False,AWAY_WIN,-3,2010,VIC,VIC,0,Western Bulldogs,0.6,103.2,26.0,2.0,8.0,1.0,0.37383177570093457,0,Hawthorn Hawks,0.8,104.2,32.6,1.0,7.0,5.0,0.5849056603773585,0
Richmond Tigers_West Coast Eagles_2016-04-15_4,2016-04-15,2016,4,Domain Stadium,38860.0,West Coast Eagles,Richmond Tigers,125,57,68,False,HOME_WIN,68,2010,WA,VIC,1,West Coast Eagles,0.6,90.4,6.0,1.0,6.0,4.0,0.6,0,Richmond Tigers,0.4,93.2,-0.8,-2.0,6.0,10.0,0.3950617283950617,1
Essendon Bombers_Geelong Cats_2016-04-16_4,2016-04-16,2016,4,Melbourne Cricket Ground,42723.0,Essendon Bombers,Geelong Cats,42,72,-30,False,AWAY_WIN,-30,2010,VIC,VIC,0,Essendon Bombers,0.4,66.6,-26.6,-1.0,8.0,10.0,0.4158415841584158,0,Geelong Cats,0.6,99.6,15.4,1.0,6.0,4.0,0.56,0
Brisbane Lions_Gold Coast Suns_2016-04-16_4,2016-04-16,2016,4,The Gabba,20041.0,Brisbane Lions,Gold Coast Suns,107,94,13,False,HOME_WIN,13,2010,QLD,QLD,0,Brisbane Lions,0.2,86.6,-46.2,-3.0,6.0,16.0,0.6,0,Gold Coast Suns,0.6,91.4,8.2,3.0,7.0,1.0,0.38095238095238093,0
Adelaide Crows_Sydney Swans_2016-04-16_4,2016-04-16,2016,4,Adelaide Oval,51330.0,Adelaide Crows,Sydney Swans,113,103,10,False,HOME_WIN,10,2010,SA,NSW,1,Adelaide Crows,0.6,107.8,3.4,2.0,7.0,4.0,0.6164383561643836,0,Sydney Swans,0.6,93.6,26.0,3.0,7.0,1.0,0.3888888888888889,1
Hawthorn Hawks_St Kilda Saints_2016-04-16_4,2016-04-16,2016,4,UTAS Stadium,17052.0,Hawthorn Hawks,St Kilda Saints,87,84,3,False,HOME_WIN,3,2010,TAS,VIC,1,Hawthorn Hawks,0.8,95.8,18.4,2.0,6.0,4.0,0.6530612244897959,1,St Kilda Saints,0.2,64.6,-50.6,1.0,7.0,10.0,0.32323232323232326,1
Carlton Blues_Western Bulldogs_2016-04-16_4,2016-04-16,2016,4,Marvel Stadium,27622.0,Carlton Blues,Western Bulldogs,49,85,-36,False,AWAY_WIN,-36,2010,VIC,VIC,0,Carlton Blues,0.0,60.4,-52.2,-5.0,7.0,16.0,0.5052631578947369,0,Western Bulldogs,0.4,102.0,20.8,-1.0,6.0,4.0,0.46808510638297873,0
Fremantle Dockers_North Melbourne Kangaroos_2016-04-17_4,2016-04-17,2016,4,Marvel Stadium,23393.0,North Melbourne Kangaroos,Fremantle Dockers,132,101,31,False,HOME_WIN,31,2010,VIC,WA,1,North Melbourne Kangaroos,0.8,98.4,10.0,3.0,7.0,1.0,0.6226415094339622,0,Fremantle Dockers,0.2,66.6,-28.4,-4.0,8.0,16.0,0.38461538461538464,1
Collingwood Magpies_Melbourne Demons_2016-04-17_4,2016-04-17,2016,4,Melbourne Cricket Ground,47558.0,Collingwood Magpies,Melbourne Demons,67,102,-35,False,AWAY_WIN,-35,2010,VIC,VIC,0,Collingwood Magpies,0.4,86.4,-12.6,-1.0,8.0,10.0,0.5544554455445545,0,Melbourne Demons,0.4,87.0,-8.8,-2.0,7.0,10.0,0.42,0
Greater Western Sydney Giants_Port Adelaide Power_2016-04-17_4,2016-04-17,2016,4,Manuka Oval,10028.0,Greater Western Sydney Giants,Port Adelaide Power,151,65,86,False,HOME_WIN,86,2010,ACT,SA,1,Greater Western Sydney Giants,0.4,88.8,8.2,-1.0,8.0,10.0,0.2,1,Port Adelaide Power,0.8,108.2,28.4,1.0,9.0,4.0,0.7272727272727273,1
Adelaide Crows_Hawthorn Hawks_2016-04-22_5,2016-04-22,2016,5,Melbourne Cricket Ground,45781.0,Hawthorn Hawks,Adelaide Crows,112,109,3,False,HOME_WIN,3,2010,VIC,SA,1,Hawthorn Hawks,0.8,94.4,13.6,3.0,6.0,2.0,0.52,0,Adelaide Crows,0.6,108.6,4.0,3.0,6.0,2.0,0.4864864864864865,1
Brisbane Lions_Western Bulldogs_2016-04-23_5,2016-04-23,2016,5,Marvel Stadium,25097.0,Western Bulldogs,Brisbane Lions,120,67,53,False,HOME_WIN,53,2010,VIC,QLD,1,Western Bulldogs,0.6,94.6,29.6,1.0,7.0,2.0,0.45454545454545453,0,Brisbane Lions,0.4,95.6,-29.2,1.0,7.0,12.0,0.5373134328358209,1
Sydney Swans_West Coast Eagles_2016-04-23_5,2016-04-23,2016,5,Sydney Cricket Ground,35427.0,Sydney Swans,West Coast Eagles,88,49,39,False,HOME_WIN,39,2010,NSW,WA,1,Sydney Swans,0.6,102.2,25.8,-1.0,7.0,2.0,0.5698924731182796,0,West Coast Eagles,0.6,99.4,14.6,2.0,8.0,2.0,0.43478260869565216,1
Geelong Cats_Port Adelaide Power_2016-04-23_5,2016-04-23,2016,5,Adelaide Oval,44937.0,Port Adelaide Power,Geelong Cats,59,107,-48,False,AWAY_WIN,-48,2010,SA,VIC,1,Port Adelaide Power,0.6,103.6,3.8,-1.0,6.0,9.0,0.3103448275862069,0,Geelong Cats,0.8,101.6,31.0,2.0,7.0,2.0,0.6610169491525424,1
Gold Coast Suns_North Melbourne Kangaroos_2016-04-23_5,2016-04-23,2016,5,People First Stadium,13351.0,Gold Coast Suns,North Melbourne Kangaroos,81,119,-38,False,AWAY_WIN,-38,2010,QLD,VIC,1,Gold Coast Suns,0.6,100.0,13.0,-1.0,7.0,2.0,0.46153846153846156,0,North Melbourne Kangaroos,0.8,109.4,11.0,4.0,6.0,1.0,0.5,1
Melbourne Demons_Richmond Tigers_2016-04-24_5,2016-04-24,2016,5,Melbourne Cricket Ground,59968.0,Melbourne Demons,Richmond Tigers,129,96,33,False,HOME_WIN,33,2010,VIC,VIC,0,Melbourne Demons,0.6,96.6,9.0,1.0,7.0,9.0,0.5327102803738317,0,Richmond Tigers,0.2,83.0,-22.6,-3.0,9.0,12.0,0.4716981132075472,0
Greater Western Sydney Giants_St Kilda Saints_2016-04-24_5,2016-04-24,2016,5,Marvel Stadium,21052.0,St Kilda Saints,Greater Western Sydney Giants,79,126,-47,False,AWAY_WIN,-47,2010,VIC,NSW,1,St Kilda Saints,0.2,73.8,-31.8,-1.0,8.0,12.0,0.6,0,Greater Western Sydney Giants,0.4,92.6,9.2,1.0,7.0,9.0,0.45454545454545453,1
Carlton Blues_Fremantle Dockers_2016-04-24_5,2016-04-24,2016,5,Domain Stadium,34796.0,Fremantle Dockers,Carlton Blues,68,72,-4,False,AWAY_WIN,-4,2010,WA,VIC,1,Fremantle Dockers,0.0,73.0,-36.4,-5.0,7.0,17.0,0.576271186440678,0,Carlton Blues,0.0,60.0,-43.2,-6.0,8.0,17.0,0.41379310344827586,1
Collingwood Magpies_Essendon Bombers_2016-04-25_5,2016-04-25,2016,5,Melbourne Cricket Ground,85082.0,Collingwood Magpies,Essendon Bombers,142,73,69,False,HOME_WIN,69,2010,VIC,VIC,0,Collingwood Magpies,0.2,77.8,-29.2,-2.0,8.0,12.0,0.4666666666666667,0,Essendon Bombers,0.4,65.6,-27.2,-2.0,9.0,12.0,0.5223880597014925,0
North Melbourne Kangaroos_Western Bulldogs_2016-04-29_6,2016-04-29,2016,6,Marvel Stadium,47622.0,North Melbourne Kangaroos,Western Bulldogs,61,45,16,False,HOME_WIN,16,2010,VIC,VIC,0,North Melbourne Kangaroos,1.0,122.2,23.6,5.0,6.0,1.0,0.5185185185185185,0,Western Bulldogs,0.8,98.2,41.6,2.0,6.0,2.0,0.45871559633027525,0
Greater Western Sydney Giants_Hawthorn Hawks_2016-04-30_6,2016-04-30,2016,6,ENGIE Stadium,13766.0,Greater Western Sydney Giants,Hawthorn Hawks,158,83,75,False,HOME_WIN,75,2010,NSW,VIC,1,Greater Western Sydney Giants,0.6,102.4,23.8,2.0,6.0,6.0,0.3333333333333333,0,Hawthorn Hawks,0.8,95.4,5.0,4.0,8.0,2.0,0.75,1
Port Adelaide Power_Richmond Tigers_2016-04-30_6,2016-04-30,2016,6,Melbourne Cricket Ground,27077.0,Richmond Tigers,Port Adelaide Power,59,94,-35,False,AWAY_WIN,-35,2010,VIC,SA,1,Richmond Tigers,0.2,84.6,-25.8,-4.0,6.0,13.0,0.37735849056603776,0,Port Adelaide Power,0.4,91.0,-19.6,-2.0,7.0,11.0,0.5769230769230769,1
Melbourne Demons_St Kilda Saints_2016-04-30_6,2016-04-30,2016,6,Marvel Stadium,27260.0,Melbourne Demons,St Kilda Saints,96,135,-39,False,AWAY_WIN,-39,2010,VIC,VIC,0,Melbourne Demons,0.6,101.8,10.4,2.0,6.0,6.0,0.46601941747572817,0,St Kilda Saints,0.2,83.6,-22.2,-2.0,6.0,13.0,0.5294117647058824,0
Adelaide Crows_Fremantle Dockers_2016-04-30_6,2016-04-30,2016,6,Adelaide Oval,47423.0,Adelaide Crows,Fremantle Dockers,97,64,33,False,HOME_WIN,33,2010,SA,WA,1,Adelaide Crows,0.6,118.2,18.2,-1.0,8.0,6.0,0.5588235294117647,0,Fremantle Dockers,0.0,73.2,-31.8,-6.0,6.0,18.0,0.43478260869565216,1
Geelong Cats_Gold Coast Suns_2016-04-30_6,2016-04-30,2016,6,GMHBA Stadium,23007.0,Geelong Cats,Gold Coast Suns,168,48,120,False,HOME_WIN,120,2010,VIC,QLD,1,Geelong Cats,0.8,99.2,32.8,3.0,7.0,2.0,0.8333333333333334,0,Gold Coast Suns,0.6,103.4,18.0,-2.0,7.0,6.0,0.15384615384615385,1
Carlton Blues_Essendon Bombers_2016-05-01_6,2016-05-01,2016,6,Melbourne Cricket Ground,43827.0,Carlton Blues,Essendon Bombers,72,57,15,False,HOME_WIN,15,2010,VIC,VIC,0,Carlton Blues,0.2,63.2,-31.0,1.0,7.0,13.0,0.37681159420289856,0,Essendon Bombers,0.2,61.2,-41.6,-3.0,6.0,13.0,0.5611510791366906,0
Collingwood Magpies_West Coast Eagles_2016-05-01_6,2016-05-01,2016,6,Domain Stadium,37931.0,West Coast Eagles,Collingwood Magpies,124,62,62,False,HOME_WIN,62,2010,WA,VIC,1,West Coast Eagles,0.6,97.0,16.0,-1.0,8.0,6.0,0.5217391304347826,0,Collingwood Magpies,0.4,87.8,-14.8,1.0,6.0,11.0,0.45161290322580644,1
Brisbane Lions_Sydney Swans_2016-05-01_6,2016-05-01,2016,6,The Gabba,14646.0,Brisbane Lions,Sydney Swans,94,97,-3,False,AWAY_WIN,-3,2010,QLD,NSW,1,Brisbane Lions,0.2,83.0,-41.4,-1.0,8.0,13.0,0.3384615384615385,0,Sydney Swans,0.8,109.6,38.8,1.0,8.0,2.0,0.625,1
